159,121,111,92,92,92,82,81,76,73,81,80,75,73,74,77,70,74,79,77,81,72,76,71,71,79,77,77,86,78,76,86,89,81,86,86,215,172,155,93,162,172,250,101,168,176,171,172,106,168,174,177,179,105,174,177,181,114,186,401,185,188,124,185,191,185,119,195,204,187,200,136,213,220,202,152,232,231,259,273,209,281,633,695,746,489,648,736,676,1214,1367,1421,1577,1790,1209,1878,3921,4443,6782,23350,
305,71,75,70,73,76,75,80,77,73,77,79,75,85,90,75,83,84,74,78,84,78,76,77,88,80,82,94,82,90,93,94,88,89,82,94,97,98,94,93,84,96,104,94,100,105,89,81,109,98,106,98,101,124,103,109,106,122,109,112,112,112,115,106,120,103,135,134,109,122,114,150,131,163,126,116,156,129,150,146,132,163,148,153,159,131,130,172,181,196,206,158,244,250,298,457,268,235,795,262,
