231,152,139,122,121,117,119,110,111,102,107,132,118,114,115,118,114,117,112,119,110,322,119,118,126,110,106,107,120,104,117,131,117,101,103,110,308,219,195,110,368,308,344,169,315,339,283,369,134,412,232,221,255,172,280,238,240,185,251,743,456,446,193,622,403,556,196,254,227,245,267,160,250,248,242,176,246,280,275,298,175,248,252,240,240,196,278,287,302,267,309,355,382,416,325,452,463,544,786,2804,
254,81,85,87,90,78,88,91,91,90,88,99,96,106,109,95,99,208,94,97,113,108,104,99,114,100,96,117,118,113,113,117,110,134,105,342,166,269,166,162,155,156,179,169,185,179,159,164,204,577,259,379,229,224,213,211,193,215,223,192,250,302,200,212,344,1823,27490,358,718,429,254,264,218,246,1140,4337,631,282,320,298,237,361,349,224,220,232,197,287,229,337,402,281,357,270,304,352,294,296,306,398,
