30,26,26,25,25,25,25,24,26,26,26,25,26,25,25,26,25,26,24,25,26,25,26,27,28,26,27,26,27,26,28,27,26,26,26,29,55,49,52,28,69,51,67,29,50,53,68,51,30,52,68,69,51,29,54,52,70,32,52,121,69,55,34,55,55,54,33,57,56,58,57,34,59,55,55,32,57,56,56,57,34,55,56,58,57,35,57,58,57,35,78,57,57,56,36,58,58,58,35,58
47,19,19,19,19,19,19,19,19,20,19,19,20,20,19,20,20,20,20,20,19,20,20,20,20,20,20,19,20,21,20,20,20,21,20,21,20,21,21,21,20,22,21,21,21,21,22,21,24,22,22,21,22,22,22,22,23,24,23,21,23,24,25,23,22,23,25,22,24,24,23,22,25,24,23,25,24,23,24,24,22,25,24,25,25,23,24,25,24,25,26,24,25,26,25,26,26,26,26,27
