285,686,1097,1782,2210,2712,3182,3661,4178,7985,4582,5051,5325,5776,8015,6639,7014,7441,7860,8285,8714,9128,9553,14029,10596,10797,11208,11653,12081,12482,13312,14293,14166,14157,14576,16535,20312,21857,17623,21240,23404,23775,31064,25155,25554,27098,27330,27315,25247,13794,14330,14367,14620,14910,15173,15833,16609,16016,16305,16520,16848,25832,21120,17786,17938,20736,18668,19849,19107,19448,20123,21963,21479,21862,21032,21125,24568,29901,26066,26814,30912,30985,31440,33475,34526,32644,37182,33295,33788,37247,35205,34929,40910,36273,40581,36832,37106,38360,37966,47187,
422,442,644,1038,1099,1305,1458,1738,1896,2233,2398,2758,2904,3753,4543,3932,4153,6177,4556,4035,4978,4711,4798,5064,5220,5540,5801,6371,7201,7181,7354,7623,7407,7471,7451,7758,7538,8268,9056,8589,9858,10159,10684,10257,11141,11027,10774,10867,13065,17948,15119,14718,12728,13680,13597,13327,17467,16498,18323,15774,15179,16160,16284,15140,16206,14212,16960,15344,18630,17127,15880,17553,17734,17908,23355,20199,20333,17778,21680,22975,18239,19911,19452,22413,21722,19240,19228,21657,21631,27262,22532,21890,21032,23827,24124,22923,22505,27316,22029,23203,
