37,28,28,27,26,27,25,25,27,25,26,26,24,26,26,27,25,27,26,27,26,26,26,25,26,29,27,26,27,26,27,28,27,26,26,28,58,53,49,28,52,52,51,28,52,52,53,51,29,53,69,54,56,30,52,52,52,30,53,119,54,54,32,55,54,55,32,54,55,58,58,33,57,57,55,33,55,55,55,56,34,59,61,58,70,38,62,63,62,35,61,58,58,58,34,60,61,60,37,67
53,19,20,19,20,18,20,21,19,20,20,20,20,23,22,21,21,23,22,20,23,21,20,22,23,21,23,23,21,24,22,24,23,23,22,23,25,23,23,25,24,26,30,24,25,24,23,23,27,24,25,23,26,25,26,23,25,27,25,25,27,26,24,25,26,23,26,27,24,26,27,27,26,27,26,25,27,28,28,32,26,29,27,26,27,29,27,28,29,30,28,31,30,27,28,27,27,28,26,29
