39,33,32,32,33,33,31,32,33,31,32,31,31,32,33,33,31,34,33,34,34,32,33,32,33,35,33,33,35,33,33,34,34,404,53,36,79,68,62,35,68,66,64,36,64,63,65,64,36,67,66,67,66,37,64,65,65,38,66,140,71,67,41,66,66,67,40,68,67,66,70,41,72,69,69,41,69,68,68,68,42,69,69,69,71,43,71,71,71,43,71,71,70,70,42,71,74,69,45,74
59,25,24,24,24,23,25,23,26,24,25,25,26,29,28,26,27,27,26,26,26,25,25,26,27,26,28,29,27,29,28,29,28,29,27,28,30,29,28,28,28,28,32,29,31,30,28,28,31,30,30,28,31,32,32,30,31,33,31,30,33,32,30,31,31,30,33,34,30,32,33,34,32,32,32,31,32,34,34,34,32,36,35,32,34,35,33,35,36,36,34,36,36,34,34,35,35,35,33,36
